Title,ReleaseDate,Popularity,Budget,Revenue,Director,Genre,IMDBRating,IMDBVotes,BoxOfice,Production
X-ray,'NaT',0.0,0.0,0.0,Boaz Davidson,"Horror, Thriller",5.0,"1,203",N/A,Golan-Globus Productions
Ghashiram Kotwal,'01/01/1976',0.000122,0.0,0.0,"K. Hariharan, Mani Kaul, Saeed Akhtar Mirza, Kamal Swaroop","Biography, History",7.1,50,N/A,N/A
Nic,'01/01/2005',nan,0.0,0.0,Inés María Barrionuevo,Short,N/A,N/A,N/A,N/A
Nevada Smith,'10/06/1966',0.560225,0.0,0.0,Henry Hathaway,Western,7.0,"6,002",N/A,Paramount Pictures
Balon,'20/05/1967',0.001875,0.0,0.0,Andrzej Kondratiuk,Short,6.4,8,N/A,N/A
Nothing But the Truth,'19/12/2008',2.611283,11500000.0,186702.0,Rod Lurie,"Crime, Drama, Mystery",7.2,"32,073",N/A,Yari Film Group
Box No 1313,'01/01/2009',0.00753,0.0,0.0,Aniruddha Bhattachrya,Comedy,N/A,N/A,N/A,N/A
The Pig Farmer,'27/07/2010',0.01683,0.0,0.0,Nick Cross,"Animation, Short",6.8,20,N/A,N/A
Thor: Hammer Time,'13/09/2011',0.012937,0.0,0.0,N/A,Short,N/A,N/A,N/A,N/A
De Da De Dum,'01/01/1968',0.003617,0.0,0.0,Garry Shead,N/A,N/A,N/A,N/A,N/A
Peccatori di provincia,'17/02/1976',9e-05,0.0,0.0,Tiziano Longo,N/A,5.8,17,N/A,N/A
Du ritar fult,'10/01/2010',4.8e-05,0.0,0.0,Victor Danell,"Short, Drama",6.9,67,N/A,N/A
Beauty and the Beast,'16/03/2017',224.430327,160000000.0,1262778290.0,Bill Condon,"Family, Fantasy, Musical",7.4,"162,094","$503,974,884",Walt Disney Pictures
Enjoy,'01/10/2007',0.010555,0.0,0.0,Sky Pinnick,Sport,N/A,N/A,N/A,N/A
Holiday in St. Tropez,'14/08/1964',0.153078,0.0,0.0,Ernst Hofbauer,Comedy,5.5,19,N/A,N/A
Somewhere over the rainbow,'NaT',0.002,0.0,0.0,"Petter Jakobsen, Lena Sunnby","Documentary, Short",5.2,17,N/A,Sri Sidhartha Movies
Let's Sing with Popeye,'05/03/1934',0.001876,0.0,0.0,Dave Fleischer,"Animation, Short, Musical",5.0,86,N/A,N/A
Soldiers' Stories,'NaT',0.05,0.0,0.0,Jonathan Kitzen,"Documentary, Short, Drama",6.7,6,N/A,N/A
Shadow,'01/02/2014',0.024772,0.0,0.0,Lorenzo Recio,"Short, Fantasy",6.9,43,N/A,N/A
Sweet Country,'01/01/1987',0.013568,3200000.0,2000000.0,Mihalis Kakogiannis,"Drama, History",5.0,134,N/A,Continental Home Video
Mayuri,'15/08/1984',0.015,0.0,0.0,Singeetham Srinivasa Rao,"Family, Musical",7.4,83,N/A,N/A
Hit Favorites: Friends and Family,'01/01/2011',0.017207,0.0,0.0,N/A,N/A,N/A,N/A,N/A,LionsGate Entertainment
The World's Fastest Indian,'12/10/2005',0.905565,25000000.0,0.0,Roger Donaldson,"Biography, Drama, Sport",7.8,"46,190","$5,100,000",Magnolia Distribution
The Surrogacy Trap,'01/01/2013',0.190452,0.0,0.0,Adrian Wills,"Drama, Thriller",5.8,370,N/A,N/A
Zombie High,'02/10/1987',0.001864,0.0,0.0,Ron Link,"Comedy, Horror",4.2,703,N/A,Cinema Group
Man from Montana,'05/09/1941',0.20667,0.0,0.0,Ray Taylor,Western,6.1,7,N/A,Universal
The Dish & the Spoon,'12/03/2011',0.03264,0.0,0.0,Alison Bagnall,"Comedy, Drama, Romance",5.8,928,N/A,Screen Media Ventures
The House in the Woods,'31/10/1957',0.007024,0.0,0.0,Maxwell Munden,"Drama, Mystery, Thriller",6.4,44,N/A,N/A
Kathleen Madigan: Madigan Again,'11/09/2013',0.079968,0.0,0.0,Jay Chapman,Comedy,7.1,189,N/A,N/A
The Waiting Room,'26/09/2012',0.044886,0.0,0.0,Peter Nicks,Documentary,7.1,708,"$244,092",International Film Circuit
Video Days,'08/01/1991',0.001781,0.0,0.0,Spike Jonze,"Short, Sport",8.3,318,N/A,N/A
Out of the Fog,'09/02/1919',0.004161,0.0,0.0,Albert Capellani,Drama,N/A,N/A,N/A,N/A
Dire Wolf,'25/09/2009',0.026393,0.0,0.0,Fred Olen Ray,Horror,3.0,353,N/A,N/A
Suffrage and the Man,'05/06/1912',0.001875,0.0,0.0,N/A,"Comedy, Short",N/A,N/A,N/A,N/A
Kittu Puttu,'01/01/1977',2e-06,0.0,0.0,C.V. Rajendran,N/A,7.3,7,N/A,N/A
Come What May,'17/03/2009',0.017031,300000.0,0.0,"Manny Edwards, George D. Escobar","Drama, Romance",5.8,143,N/A,N/A
I Downloaded a Ghost,'06/04/2004',0.61506,0.0,0.0,Kelly Sandefur,"Comedy, Family, Horror",4.4,416,N/A,N/A
Penas,'01/01/2012',0.015086,0.0,0.0,Paulinho Caruso,"Short, Adventure, Comedy",7.0,9,N/A,N/A
A Bitter Mix,'04/11/2015',0.335315,0.0,0.0,Dror Zahavi,Comedy,6.0,42,N/A,N/A
Catafalque,'01/01/2010',0.009375,0.0,0.0,Christoph Rainer,"Short, Drama, Family",7.0,11,N/A,N/A
Jet Set,'14/06/2000',0.057501,0.0,0.0,Fabien Onteniente,Comedy,4.2,885,N/A,Bac Films
Le calde notti del Decameron,'03/08/1972',3e-06,0.0,0.0,Gian Paolo Callegari,Comedy,N/A,N/A,N/A,N/A
Millionaire Playboy,'14/03/1940',0.02582,0.0,0.0,Leslie Goodwins,"Comedy, Romance",5.1,33,N/A,N/A
My War,'15/09/2016',0.384334,0.0,0.0,Oxide Chun Pang,"History, War",5.9,71,N/A,N/A
Caris' Peace,'NaT',0.005192,0.0,0.0,Gaylen Ross,Documentary,7.8,14,N/A,N/A
Circle of Poison,'18/11/2015',0.072153,0.0,0.0,"Evan Mascagni, Shannon Post",Documentary,N/A,N/A,N/A,N/A
Shutter One,'22/09/2009',0.016704,0.0,0.0,Jarungsak Wongleang,Horror,N/A,N/A,N/A,N/A
Good King Wenceslas,'26/11/1994',0.071802,0.0,0.0,Michael Tuchner,Drama,7.0,213,N/A,N/A
Roser og Persille,'20/08/1993',8e-06,0.0,0.0,Eddie Thomas Petersen,N/A,5.7,32,N/A,N/A
Nannavaru,'26/08/1986',0.0,0.0,0.0,Bhagwan Sarang,Drama,N/A,N/A,N/A,N/A
Do you have the Shine?,'02/01/2003',0.004149,0.0,0.0,Johan Thurfjell,"Animation, Short",5.6,37,N/A,N/A
A Father's Choice,'12/01/2000',0.879414,0.0,0.0,Christopher Cain,Drama,6.1,453,N/A,Columbia TriStar Television
Eddie og Suzanne,'10/09/1975',0.279,0.0,0.0,Arild Kristo,"Crime, Drama",6.8,24,N/A,N/A
Spur der Zeiten - Der Regisseur Frank Beyer,'NaT',2.2e-05,0.0,0.0,"Ullrich Kasten, Ralf Schenk",Documentary,6.5,9,N/A,N/A
Silly Billies,'20/03/1936',0.003135,0.0,0.0,Fred Guiol,N/A,6.0,55,N/A,N/A
Model Behavior,'02/01/1982',0.002633,0.0,0.0,Bud Gardner,Drama,5.4,22,N/A,Lightning Video
Walter,'02/11/1982',0.131373,0.0,0.0,Stephen Frears,Drama,7.6,218,N/A,N/A
Ilona Llega Con la Lluvia,'06/09/1996',0.018729,0.0,0.0,Sergio Cabrera,Drama,7.1,245,N/A,N/A
Sisters in Resistance,'01/01/2000',0.001875,0.0,0.0,Maia Wechsler,Documentary,N/A,N/A,N/A,N/A
Against the Dark,'01/01/2009',1.305999,9000000.0,0.0,Richard Crudo,"Action, Horror, Sci-Fi",3.2,"4,433",N/A,Sony Pictures Home Entertainment
Lanetli kadinlar,'01/01/1990',4e-06,0.0,0.0,Kadir Akgün,Thriller,5.9,8,N/A,N/A
Der lachende Stern,'27/10/1983',0.0006,0.0,0.0,Werner Schroeter,Documentary,6.6,5,N/A,N/A
Chattanooga Choo Choo,'18/05/1984',0.143591,0.0,0.0,Bruce Bilson,Comedy,5.1,244,N/A,April Fools
Tiny Giants 3D,'24/05/2014',0.547611,0.0,0.0,Mark Brownlow,"Documentary, Short, Adventure",8.0,559,N/A,N/A
Dawn of the Dragonslayer,'24/10/2011',0.398475,0.0,0.0,Anne K. Black,"Action, Adventure, Fantasy",4.3,"1,674",N/A,N/A
One Life,'04/01/1995',0.001878,0.0,0.0,James R. Harnock,Short,N/A,N/A,N/A,N/A
Cats & Dogs,'04/07/2001',2.743019,60000000.0,93375151.0,Lawrence Guterman,"Action, Comedy, Family",5.1,"48,686",N/A,Warner Bros. Pictures
Hoops & Yoyo's Haunted Halloween,'26/10/2012',0.015,0.0,0.0,Rob Shaw,Animation,7.3,6,N/A,N/A
Farz Aur Kanoon,'01/01/1982',3.6e-05,0.0,0.0,K. Raghavendra Rao,N/A,6.6,10,N/A,N/A
Gost,'01/01/1987',1e-06,0.0,0.0,Aleksandr Kaydanovskiy,Drama,7.2,22,N/A,N/A
Black or White,'06/09/2014',1.422759,9000000.0,21571189.0,Mike Binder,Drama,6.6,"9,376","$15,504,419",Relativity Media
The Characteristics of C-Minor,'23/02/2014',0.036111,0.0,0.0,"Max Bellamy, J. Ollie Lucks","Documentary, Short, Biography",N/A,N/A,N/A,N/A
Rapture Adrenaline,'01/01/2009',0.46517,0.0,0.0,James Ferraro,"Action, Music, Sci-Fi",N/A,N/A,N/A,N/A
Harold Robbins' Body Parts,'07/02/2001',0.005499,0.0,0.0,Craig Corman,"Action, Crime, Thriller",4.8,81,N/A,N/A
Messenger of Death,'16/09/1988',0.829997,0.0,0.0,J. Lee Thompson,"Action, Crime, Thriller",5.5,"1,778",N/A,Media Home Entertainment
Ouvert 24/7,'02/11/2010',0.010669,0.0,0.0,Thierry Paya,"Comedy, Drama, Horror",4.3,37,N/A,N/A
Der Engel mit dem Flammenschwert,'21/10/1954',0.030852,0.0,0.0,Gerhard Lamprecht,Drama,N/A,N/A,N/A,N/A
La riffa,'15/11/1991',0.320687,0.0,0.0,Francesco Laudadio,Drama,4.9,360,N/A,N/A
Lily,'01/01/2009',0.0075,0.0,0.0,Hiroshi Nakajima,Romance,4.2,21,N/A,N/A
Mt. Zion,'06/02/2013',0.085554,0.0,200.0,Te Arepa Kahi,Drama,5.9,212,N/A,Sony Australia
Via Pony Express,'05/02/1933',0.003484,0.0,0.0,Lewis D. Collins,Western,N/A,N/A,N/A,N/A
Canta Maria,'01/11/2006',0.007577,0.0,0.0,Francisco Ramalho Jr.,Drama,6.2,34,N/A,N/A
Dreaming of Joseph Lees,'29/10/1999',0.282335,2000000.0,7.0,Eric Styles,"Romance, Drama",6.4,719,N/A,Twentieth Century Fox Home Entertainment
America Betrayed,'NaT',1.2e-05,0.0,0.0,Leslie Carde,Documentary,7.6,39,N/A,First Run Features
A Gunman Has Escaped,'01/01/1948',0.003058,0.0,0.0,Richard M. Grey,"Crime, Drama",4.8,29,N/A,N/A
Stella,'20/07/1950',0.278609,0.0,0.0,Claude Binyon,Comedy,7.1,67,N/A,N/A
Eyes,'01/01/1971',2.4e-05,0.0,0.0,Stan Brakhage,Short,6.0,21,N/A,N/A
Fugitive Mind,'14/09/1999',0.025488,0.0,0.0,Fred Olen Ray,"Action, Sci-Fi",4.3,311,N/A,Avalanche Entertainment
Romance of a Jewess,'23/10/1908',0.006989,0.0,0.0,D.W. Griffith,"Drama, Short",5.4,54,N/A,N/A
Sweepstakes Winner,'20/05/1939',0.007141,0.0,0.0,William C. McGann,Comedy,4.8,46,N/A,N/A
Mandela's Gun,'NaT',0.0,0.0,0.0,John Irvin,Biography,N/A,N/A,N/A,N/A
Cornouaille,'14/08/2012',0.111884,0.0,0.0,Anne Le Ny,Drama,5.0,248,N/A,UGC Distribution
Catalog,'01/01/2005',0.005628,0.0,0.0,Stephanie Barber,Short,N/A,N/A,N/A,N/A
The Light in the Forest,'08/07/1958',0.003082,0.0,0.0,Herschel Daugherty,"Adventure, Drama, Family",6.7,386,N/A,Walt Disney Productions
Second Sunday,'01/01/2014',0.0225,0.0,0.0,Wendy Dent,"Documentary, Short, Biography",N/A,N/A,N/A,N/A
Lone Star Raiders,'23/12/1940',0.007097,0.0,0.0,George Sherman,Western,8.4,10,N/A,N/A
En Vred Mand,'18/04/2015',0.053436,0.0,0.0,Jannik Dahl Pedersen,"Short, Comedy, Drama",8.2,5,N/A,N/A
Football (Now and Then),'02/10/1953',0.008769,0.0,0.0,Jack Kinney,"Animation, Short, Family",7.0,127,N/A,N/A
TCM: Twenty Classic Moments,'14/04/2014',0.024393,0.0,0.0,N/A,Documentary,7.6,14,N/A,N/A
Too Young to Marry,'09/07/2007',0.434307,2.0,0.0,Michel Poulette,"Comedy, Drama, Romance",5.8,639,N/A,N/A
For Good,'17/07/2003',0.008613,0.0,0.0,Stuart McKenzie,"Drama, Thriller",5.4,40,N/A,N/A
Behind Closed Doors,'06/01/1980',0.0,0.0,0.0,Sarah Gibson,N/A,N/A,N/A,N/A,N/A
El macho bionico,'21/01/1981',0.0,0.0,0.0,Rodolfo de Anda,"Adventure, Comedy, Fantasy",5.5,21,N/A,N/A
An Act of War,'10/03/2015',0.500528,0.0,0.0,Ryan M. Kennedy,"Crime, Drama, Thriller",5.9,"1,532",N/A,Evince Productions and Create Entertainment
Juliane,'07/04/2000',0.00235,0.0,0.0,Hans Kristensen,Drama,5.6,65,N/A,N/A
Los sobrevivientes,'06/01/1979',0.1404,0.0,0.0,Tomás Gutiérrez Alea,Drama,7.1,73,N/A,N/A
Arrival,'10/11/2016',23.567957,47000000.0,202107388.0,Denis Villeneuve,"Drama, Mystery, Sci-Fi",8.0,"375,605","$100,501,349",21 Laps Entertainment
Ontrouw,'30/09/1911',0.002091,0.0,0.0,Louis Chrispijn Jr.,"Short, Drama",N/A,N/A,N/A,N/A
Crazy Knights,'08/12/1944',0.011192,0.0,0.0,William Beaudine,"Comedy, Horror, Romance",5.3,49,N/A,N/A
Tinsel Tree,'01/01/1942',0.003017,0.0,0.0,Kenneth Anger,"Short, Fantasy",N/A,N/A,N/A,N/A
Did You Hear the One About the Traveling Saleslady?,'14/07/1968',0.034601,0.0,0.0,Don Weis,Comedy,6.1,62,N/A,N/A
Thora van Deken,'01/01/1920',0.009516,0.0,0.0,John W. Brunius,N/A,N/A,N/A,N/A,N/A
A Herb Alpert & the Tijuana Brass Double Feature,'01/01/1966',0.01856,0.0,0.0,John Hubley,"Animation, Short, Music",5.9,144,N/A,N/A
A Talent For murder,'17/01/1984',0.000277,0.0,0.0,Alvin Rakoff,"Drama, Mystery, Comedy",6.8,67,N/A,N/A
Despicable Dick and Righteous Richard,'01/01/2011',0.01125,0.0,0.0,Joshua Neale,Documentary,6.8,33,N/A,N/A
Manal Kayiru,'07/05/1982',5e-06,0.0,0.0,N/A,Comedy,N/A,N/A,N/A,N/A
My Little Girl,'31/08/1986',0.297446,0.0,0.0,Connie Kaiserman,Drama,4.8,245,N/A,Prism Entertainment
Tracks,'06/03/2014',0.031476,0.0,4878242.0,Claire Oakley,"Short, Drama, Family",7.6,7,"$1,321,462",The Weinstein Company
The Girl of the Golden West,'18/03/1938',0.071591,0.0,0.0,Robert Z. Leonard,"Musical, Romance, Western",6.6,317,N/A,MGM
East Is East,'02/09/1916',0.002823,0.0,0.0,Henry Edwards,"Drama, Romance",6.2,20,N/A,N/A
Beyond the Bridge,'07/11/2015',0.051851,10000.0,0.0,Daniel P. Schenk,"Mystery, Thriller",6.0,128,N/A,N/A
So You Want to Play the Horses,'05/10/1946',0.003176,0.0,0.0,Richard L. Bare,"Comedy, Short",7.3,52,N/A,N/A
Death from Beyond,'15/08/2006',0.008879,0.0,0.0,James Panetta,"Short, Horror",3.9,66,N/A,Burning Moon Pictures
On the Old Spanish Trail,'15/10/1947',0.015745,0.0,0.0,William Witney,"Action, Music, Western",6.2,105,N/A,Republic Pictures
Evil Spirits,'01/01/1990',0.053306,0.0,0.0,Gary Graver,Horror,4.2,115,N/A,Prism Entertainment
The Danger Game,'21/04/1918',0.021729,0.0,0.0,Harry A. Pollard,Comedy,N/A,N/A,N/A,N/A
The Amy Fisher Story,'03/01/1993',0.754955,0.0,0.0,Andy Tennant,"Crime, Drama, Romance",5.4,"1,173",N/A,ABC Productions
Codice privato,'08/09/1988',3e-06,0.0,0.0,Francesco Maselli,"Drama, Romance",6.0,23,N/A,N/A
Cross Breed,'30/11/1927',0.001875,0.0,0.0,Noel M. Smith,Drama,N/A,N/A,N/A,N/A
Off the Trolley,'22/06/1919',0.001912,0.0,0.0,Alfred J. Goulding,"Comedy, Short",8.1,8,N/A,N/A
Worst. Prom. Ever.,'09/05/2011',0.242018,0.0,0.0,Dan Eckman,Comedy,6.0,199,N/A,N/A
Monsoon Wife,'NaT',0.0,0.0,0.0,Marlin Darrah,Drama,4.5,59,N/A,N/A
Vaana,'15/01/2008',0.0129,0.0,0.0,M.S. Raju,N/A,6.4,52,N/A,N/A
Hengen Taima Yakou Karura Mau! Nara Onryou Emaki,'08/04/1989',0.015,0.0,0.0,Takaaki Ishiyama,"Animation, Action, Drama",N/A,N/A,N/A,N/A
Term of Trial,'16/08/1962',0.243453,0.0,0.0,Peter Glenville,Drama,7.2,475,N/A,Warner Home Video
Slatko od snova,'12/04/1994',0.011171,0.0,0.0,Vladimir Zivkovic,"Comedy, Musical, Romance",2.9,236,N/A,N/A
Money Train,'21/11/1995',0.982102,60000000.0,35431113.0,Joseph Ruben,"Action, Comedy, Crime",5.6,"33,746",N/A,Sony Pictures Home Entertainment
Song 21,'01/01/1965',0.004397,0.0,0.0,Stan Brakhage,Short,6.3,7,N/A,N/A
Live Music,'20/11/2009',0.014075,0.0,0.0,Yair Landau,"Animation, Short",7.7,12,N/A,N/A
Tokyo Express,'26/08/2004',0.003765,0.0,0.0,Eirik Aure,"Comedy, Short",4.4,12,N/A,N/A
I Do? I Die! (D'yos ko day),'16/04/1997',0.002338,0.0,0.0,Efren Jarlego,Comedy,6.9,9,N/A,N/A
Night Soil - Economy of Love,'01/01/2016',0.050625,0.0,0.0,Melanie Bonajo,"Documentary, Short",N/A,N/A,N/A,N/A
Love Notes,'20/08/2007',0.093482,0.0,0.0,David Weaver,Drama,6.3,324,N/A,N/A
This Is 40,'20/12/2012',2.95851,35000000.0,88058786.0,Judd Apatow,"Comedy, Romance",6.2,"109,498","$65,200,000",Universal Studios
Joseph: King of Dreams,'07/11/2000',2.161928,0.0,0.0,"Rob LaDuca, Robert C. Ramirez","Animation, Adventure, Biography",6.5,"7,531",N/A,Dreamworks
An Ambush of Ghosts,'NaT',0.0009,0.0,0.0,Everett Lewis,Drama,7.1,36,N/A,N/A
The Secret Life of Chaos,'14/01/2010',0.010315,0.0,0.0,Nic Stacey,Documentary,8.5,378,N/A,N/A
Bir yudum sevgi,'02/01/1984',0.000277,0.0,0.0,Atif Yilmaz,"Drama, Romance",7.2,229,N/A,N/A
Speak,'20/01/2004',0.83609,1000000.0,0.0,Jessica Sharzer,Drama,7.4,"21,753",N/A,Fred Berner Films
GLUED,'01/01/2012',0.013125,0.0,0.0,"Guy Elnathan, Alon Tako","Short, Family",5.0,7,N/A,N/A
Cave,'02/09/2016',0.452691,0.0,0.0,Henrik Martin Dahlsbakken,"Adventure, Thriller",4.2,"1,118",N/A,N/A
Arabian Tights,'02/06/1933',0.018057,0.0,0.0,Charley Chase,"Short, Comedy",6.3,47,N/A,N/A
Mein Fenster,'30/06/1979',1e-06,0.0,0.0,Zbigniew Rybczynski,Short,7.2,53,N/A,N/A
Parallax,'16/10/2014',0.063599,0.0,0.0,Sawyer Hartman,"Short, Drama",7.6,17,N/A,N/A
How Do I Know It's Sunday,'08/06/1934',0.007977,0.0,0.0,Friz Freleng,"Family, Animation, Short",5.0,58,N/A,N/A
Anamnese,'25/05/1980',0.0186,0.0,0.0,Rainer Bär,N/A,N/A,N/A,N/A,N/A
Jackie,'02/12/2016',6.27539,9000000.0,13960394.0,Pablo Larraín,"Biography, Drama, History",6.8,"47,070","$13,958,679",Fox Searchlight Pictures
Cops Is Tops,'03/11/1955',0.002534,0.0,0.0,Izzy Sparber,"Animation, Short, Comedy",6.4,28,N/A,N/A
Jerry and Jumbo,'21/02/1953',0.003053,0.0,0.0,"Joseph Barbera, William Hanna","Family, Animation, Short",7.8,547,N/A,N/A
Captain Marvel,'06/03/2019',1.515408,0.0,0.0,"Anna Boden, Ryan Fleck","Action, Adventure, Sci-Fi",N/A,N/A,N/A,Walt Disney Pictures
Best Ever Muppet Moments,'11/03/2006',0.296878,0.0,0.0,John Piper,"Documentary, Family",9.4,8,N/A,N/A
Forever My Love,'03/11/2004',0.049134,0.0,0.0,Joven Tan,"Romance, Horror, Drama",4.9,11,N/A,N/A
Thotti Jaya,'05/05/2005',0.003766,0.0,0.0,Durai,Thriller,6.0,174,N/A,N/A
By the Sea,'09/08/1963',0.001875,0.0,0.0,"Robert Abel, Pat O'Neill",Short,N/A,N/A,N/A,N/A
The Mountain,'NaT',0.0,0.0,0.0,Alper Caglar,"Adventure, Drama, Thriller",8.3,"13,836",N/A,N/A
Sarah Silverman: We Are Miracles,'23/11/2013',0.2777,0.0,0.0,Liam Lynch,Comedy,6.6,961,N/A,N/A
Trouble,'17/04/2013',0.037965,0.0,0.0,Daniel 'Danny' Witkin,"Short, Comedy, Drama",N/A,N/A,N/A,N/A
Madame Bo-Peep,'26/05/1917',0.006406,0.0,0.0,Chester Withey,"Comedy, Western",N/A,N/A,N/A,N/A
Lucky's Treasure,'04/04/2017',0.35264,0.0,0.0,Shane Hawks,"Adventure, Family",5.1,63,N/A,N/A
Fishing Smacks,'NaT',0.002769,0.0,0.0,James H. White,"Documentary, Short",3.3,45,N/A,N/A
Handcart,'11/10/2002',0.006029,0.0,0.0,Kels Goodman,History,4.8,53,N/A,N/A
The Rule,'29/04/2014',0.024415,0.0,0.0,Marylou Tibaldo-Bongiorno,"Documentary, History",7.6,9,N/A,Bongiorno Productions
E,'21/10/2006',0.012566,0.0,0.0,S.P. Jhananathan,"Action, Drama, Thriller",6.6,219,N/A,N/A
Musnahkan ilmu santet,'01/01/1989',0.000911,0.0,0.0,Maman Firmansyah,Horror,N/A,N/A,N/A,N/A
The Male Animal,'04/04/1942',0.001903,0.0,0.0,Elliott Nugent,"Comedy, Romance",6.8,878,N/A,Warner Bros.
Waste,'02/11/2012',0.015,0.0,0.0,Anton Groves,"Short, Comedy, Fantasy",6.5,65,N/A,N/A
CHiPs '99,'01/01/1998',0.061971,0.0,0.0,Jon Cassar,"Crime, Drama",5.4,459,N/A,Turner Entertainment
The Crimson Ghost,'26/10/1946',0.285762,0.0,0.0,"Fred C. Brannon, William Witney","Action, Adventure, Crime",7.1,267,N/A,Republic
'The Bully','17/06/1932',0.002073,0.0,0.0,Ub Iwerks,"Animation, Short",6.2,47,N/A,N/A
My Big Break,'19/09/2009',0.052055,0.0,0.0,Tony Zierra,Documentary,8.5,111,N/A,N/A
GHOST IN THE SHELL,'18/11/1995',4.921146,0.0,2287714.0,Mamoru Oshii,"Animation, Action, Crime",8.0,"100,835",N/A,Palm Pictures
Pulling a Bone,'10/01/1931',0.00363,0.0,0.0,Howard Bretherton,"Comedy, Short",7.1,31,N/A,N/A
Night Shift,'02/01/1942',0.002823,0.0,0.0,Garson Kanin,"Documentary, Short",7.3,17,N/A,N/A
Ek Din Ka Sultan,'01/01/1945',0.001876,0.0,0.0,Sohrab Modi,N/A,N/A,N/A,N/A,N/A
Jailhouse Rock,'08/11/1957',1.309733,0.0,0.0,Richard Thorpe,"Drama, Music, Musical",6.5,"6,421",N/A,MGM Home Entertainment
Ice,'22/07/2000',0.430851,0.0,0.0,George Erschbamer,"Comedy, Drama, Family",5.7,433,N/A,N/A
Don't Wake the Dead,'02/05/2008',0.017936,0.0,0.0,Andreas Schnaas,Horror,3.2,191,N/A,N/A
Balaclava,'06/06/1928',0.001915,0.0,0.0,"Maurice Elvey, Milton Rosmer","Drama, War",5.3,10,N/A,N/A
Zwei Familien auf der Palme,'17/02/2015',0.24948,0.0,0.0,Andi Niessner,Comedy,5.7,39,N/A,N/A
Spinner,'30/03/2015',0.037795,0.0,0.0,Brandon Hart,"Short, Thriller",N/A,N/A,N/A,N/A
Weaverfish,'09/10/2013',0.062811,0.0,0.0,Harrison Wall,"Drama, Horror, Romance",4.4,109,N/A,N/A
24 Hour Alert,'22/12/1955',0.00515,0.0,0.0,Robert M. Leeds,"Short, History",6.1,48,N/A,N/A
Reconstruction,'17/05/2003',1.284146,0.0,0.0,Christoffer Boe,"Drama, Romance",7.4,"6,434",N/A,Palm Pictures
Kopf oder Zahl,'23/04/2009',0.185166,2600000.0,0.0,"Benjamin Eicher, Timo Joh. Mayer",Drama,3.5,261,N/A,N/A
Earth Songs,'22/05/2012',0.033486,0.0,0.0,Brian Luke Seaward,Documentary,8.7,7,N/A,FilmWorks Entertainment
Clowns,'13/04/2017',0.011209,0.0,0.0,Jansen Hammock,Thriller,N/A,N/A,N/A,N/A
Flossin,'01/01/2001',0.007047,0.0,0.0,"Jimmy Bridges, Todd Bridges",N/A,8.2,35,N/A,N/A
Mortacci,'25/04/1989',0.001611,0.0,0.0,Sergio Citti,N/A,7.0,151,N/A,N/A
Nighttime,'NaT',0.0,200.0,0.0,Galo Semblantes,"Short, Horror, Thriller",N/A,N/A,N/A,N/A
Ivin A,'02/03/1990',0.0,0.0,0.0,Igor Chernitskiy,Drama,6.7,18,N/A,N/A
Live Wires,'12/01/1946',0.093635,0.0,0.0,Phil Karlson,"Comedy, Crime",7.1,243,N/A,N/A
When the Old Phone Rings,'21/04/2017',0.568377,0.0,0.0,Joe Post,"Comedy, Horror",9.4,7,N/A,N/A
Blood Tea and Red String,'04/10/2006',0.019493,0.0,0.0,Christiane Cegavske,"Animation, Fantasy",7.0,830,N/A,Cinema Epoch
Girl Talk,'07/03/2013',0.016875,0.0,0.0,Keita Kawahara,"Short, Comedy, Drama",N/A,N/A,N/A,N/A
Paris-New York,'01/01/1940',0.011645,0.0,0.0,"Yves Mirande, Claude Heymann, Georges Lacombe",Comedy,5.7,48,N/A,N/A
Riding the Bullet,'15/10/2004',1.273071,5000000.0,0.0,Mick Garris,"Horror, Thriller",5.2,"7,871","$101,107",LionsGate Entertainment
Watch the Birdie,'20/03/1975',0.019437,0.0,0.0,Gerry Chiniquy,"Animation, Short",N/A,N/A,N/A,N/A
Trust Me,'10/11/1989',3.6e-05,0.0,0.0,Robert Houston,"Comedy, Crime, Drama",6.3,57,N/A,Cinecom Pictures
The Asphyx,'05/12/1972',0.535748,0.0,0.0,Peter Newbrook,"Horror, Sci-Fi",6.3,"1,672",N/A,Paragon Films Inc.
The Killer Is Loose,'02/03/1956',0.656789,0.0,0.0,Budd Boetticher,"Crime, Drama, Film-Noir",6.7,"1,160",N/A,Crown International Pictures
Joe the Chainsmith,'01/01/1958',0.018662,0.0,0.0,Philip Donnellan,Family,N/A,N/A,N/A,N/A
Gregoire,'31/12/2017',0.299683,0.0,0.0,Cody Bown,Drama,N/A,N/A,N/A,N/A
Murdercycle,'16/02/1999',0.054473,0.0,0.0,Tom Callaway,"Action, Sci-Fi",4.0,464,N/A,Full Moon
Fritz Lang,'14/04/2016',0.464967,0.0,0.0,Gordian Maugg,Drama,6.3,114,N/A,N/A
444 Days to Freedom: What Really Happened in Iran,'20/01/1986',0.002025,0.0,0.0,Les Harris,Documentary,7.8,5,N/A,N/A
Sex and Breakfast,'29/11/2007',0.488844,0.0,0.0,Miles Brandman,"Comedy, Drama, Romance",5.0,"3,889",N/A,Brandman
Guest Wife,'27/07/1945',0.223803,0.0,0.0,Sam Wood,"Comedy, Romance",6.7,239,N/A,United Artists
Demon's Kiss,'19/11/2002',0.071138,0.0,0.0,Brad Sykes,Horror,5.5,104,N/A,N/A
