Title,ReleaseDate,Popularity,Budget,Revenue,Director,Genre,IMDBRating,IMDBVotes,BoxOfice,Production
Track,'24/04/2016',0.063758,0.0,0.0,"Oscar Chevillard, Simon Lacaze",Short,N/A,N/A,N/A,N/A
Geburt,'16/04/2009',0.017463,0.0,0.0,"Silvia Haselbeck, Erich Langjahr",Documentary,N/A,N/A,N/A,N/A
Blood Money,'28/08/2012',0.612752,2300000.0,0.0,Vishal Mahadkar,"Action, Drama, Thriller",5.6,"1,022",N/A,Xlrator Media
Scandalous,'29/01/1984',0.01931,0.0,0.0,Rob Cohen,"Comedy, Mystery",4.5,185,N/A,Orion
Shaquille O'Neal Presents: All Star Comedy Jam - Live from Orlando,'09/10/2012',0.120023,0.0,0.0,Leslie Small,Comedy,6.2,36,N/A,N/A
Porky's Cafe,'21/02/1942',0.007869,0.0,0.0,Chuck Jones,"Animation, Family, Short",6.5,111,N/A,N/A
The River,'06/10/1929',0.203722,0.0,0.0,N/A,"Documentary, Short, Sport",N/A,N/A,N/A,N/A
Poraali,'01/12/2011',0.034667,145.0,0.0,Samuthirakani,Drama,6.8,89,N/A,Company Productions
Flanagan,'28/08/1975',0.0,0.0,0.0,Adriaan Ditvoorst,"Drama, Thriller",6.1,37,N/A,N/A
Hotel Bellevue,'03/03/2014',0.0225,0.0,0.0,Claire Walka,"Documentary, Short, Biography",N/A,N/A,N/A,N/A
Surveillance,'08/02/2008',0.673731,3500000.0,1115493.0,Jennifer Lynch,"Crime, Drama, Horror",6.4,"15,371",N/A,Magnet Releasing
Francia,'12/09/2009',0.00851,0.0,0.0,Christophe Le Masne,"Short, Comedy",6.0,9,N/A,N/A
The Rise and Fall of Squizzy Taylor,'24/08/1969',0.004635,0.0,0.0,Nigel Buesst,N/A,N/A,N/A,N/A,N/A
Documental,'19/07/2005',0.008436,0.0,0.0,Alexander Apóstol,Short,N/A,N/A,N/A,N/A
Dimples,'08/10/1936',0.136677,0.0,0.0,William A. Seiter,"Family, Musical",6.9,631,N/A,Twentieth Century Fox Home Entertainment
Don Giovanni,'05/04/1990',0.75,0.0,0.0,Peter Sellars,"Drama, Music",7.2,39,N/A,N/A
Get Hep to Love,'02/10/1942',0.002856,0.0,0.0,Charles Lamont,"Drama, Musical",7.4,25,N/A,Universal
Showdown,'20/06/1973',0.306288,0.0,0.0,George Seaton,Western,5.9,638,N/A,Universal Pictures
Below the Belt,'01/12/1980',0.306276,0.0,0.0,Robert Fowler,"Action, Comedy, Drama",5.5,134,N/A,Atlantic Releasing Corporation
Dokyumento poruno: Maruhi chikan tekunikku,'01/02/1974',0.01872,0.0,0.0,Shinya Yamamoto,N/A,N/A,N/A,N/A,N/A
L'Autre vie de Richard Kemp,'05/06/2013',0.716682,0.0,0.0,Germinal Alvarez,"Crime, Fantasy, Thriller",6.5,710,N/A,Haute et Court
Themis,'13/11/1940',0.00422,0.0,0.0,Dwinell Grant,"Short, Animation",5.8,122,N/A,N/A
The Year of Living Vicariously,'23/01/2005',0.003766,0.0,0.0,Amir Muhammad,Documentary,6.2,20,N/A,N/A
When the Love Is Gone,'27/11/2013',0.024281,0.0,0.0,Andoy Ranay,Drama,6.1,32,N/A,N/A
Sundays at Tiffany's,'06/12/2010',0.232366,0.0,0.0,Mark Piznarski,"Drama, Romance",6.7,"3,232",N/A,Sony Pictures Entertainment
The Mother Goose Video Treasury,'01/09/1987',0.0,0.0,0.0,N/A,"Family, Fantasy, Musical",7.8,53,N/A,N/A
JFK: A President Betrayed,'23/11/2013',0.625536,0.0,0.0,Cory Taylor,"Documentary, Drama, History",7.6,142,N/A,Passion River Films
Jaane Tu... Ya Jaane Na,'04/07/2008',0.326667,2300000.0,11100000.0,Abbas Tyrewala,"Comedy, Drama, Romance",7.5,"20,499","$539,857",UTV Communications
One Night in Istanbul,'10/09/2014',0.12045,6000000.0,0.0,James Marquand,"Comedy, Sport",5.4,982,N/A,Big Ears Productions
Test Tube Babies,'09/04/1948',0.023994,0.0,0.0,W. Merle Connell,Drama,2.7,206,N/A,N/A
Inherit the Wind,'18/11/1965',0.002123,0.0,0.0,George Schaefer,Drama,8.1,40,N/A,N/A
Dewars Scotch Whiskey,'NaT',0.001883,0.0,0.0,N/A,Short,4.4,228,N/A,N/A
How to Dance in Ohio,'26/10/2015',0.357486,0.0,0.0,Alexandra Shiva,"Documentary, Drama",7.9,165,N/A,N/A
Within the Woods,'23/11/1978',0.526334,1600.0,0.0,Sam Raimi,"Horror, Short",6.7,"1,817",N/A,N/A
IZO,'21/08/2004',0.49102,0.0,0.0,Takashi Miike,"Action, Drama, Fantasy",6.2,"4,028",N/A,Omuro
Das Wolfskind,'NaT',1e-06,0.0,0.0,Roberto Anjari-Rossi,"Short, Drama, Family",N/A,N/A,N/A,N/A
Bem Casados,'03/12/2015',0.290619,0.0,0.0,Aluizio Abranches,"Comedy, Romance",5.2,174,N/A,N/A
No More Games,'01/01/2012',0.066832,0.0,0.0,Emmbre Perry,N/A,N/A,N/A,N/A,N/A
Alice Cooper: Live at Montreux,'30/05/2006',0.113138,0.0,0.0,Thierry Amsallem,Music,7.9,7,N/A,N/A
Sexting in Suburbia,'14/01/2012',0.097443,0.0,0.0,John Stimpson,"Drama, Thriller",5.8,910,N/A,N/A
Eddie Griffin: Voodoo Child,'01/01/1997',0.005259,0.0,0.0,Jerome Kay,"Documentary, Comedy",7.9,204,N/A,N/A
Redemption Trail,'06/10/2013',0.226044,0.0,0.0,Britta Sjogren,Drama,7.6,30,N/A,Breaking Glass Pictures
Exorcismo Documentado,'01/09/2012',0.01759,0.0,0.0,Rodrigo Estrada Alday,Horror,5.7,25,N/A,N/A
Party Girl,'09/06/1995',0.316121,150000.0,472370.0,Daisy von Scherler Mayer,Comedy,6.6,"3,704",N/A,Sony Pictures Home Entertainment
Crooked House,'14/09/2017',3.371919,0.0,0.0,Gilles Paquet-Brenner,"Crime, Drama, Mystery",N/A,N/A,N/A,N/A
Bello recuerdo,'16/10/1961',0.004953,0.0,0.0,Antonio del Amo,"Musical, Drama",6.1,26,N/A,N/A
Xunzhao Lin Zhao de linghun,'01/01/2004',0.004773,0.0,0.0,Jie Hu,"Documentary, Biography, History",N/A,N/A,N/A,N/A
Between Truth and Lies,'12/03/2006',0.005629,0.0,0.0,John Bradshaw,Crime,4.9,108,N/A,Chesler/Perlmutter Productions
Evangelion: Another Impact (Confidential),'06/02/2015',0.600092,0.0,0.0,Shinji Aramaki,"Animation, Short, Sci-Fi",7.9,81,N/A,N/A
Prairie Pals,'04/09/1942',0.002197,0.0,0.0,Sam Newfield,"Action, Music, Western",5.0,17,N/A,Producers Releasing Corporation
Godspeed,'23/06/2007',0.005803,45000.0,0.0,"Lynn Breedlove, Jen Gilomen","Short, Drama",4.9,8,N/A,N/A
The Crooked Road,'03/02/1965',0.152744,0.0,0.0,Don Chaffey,"Drama, Thriller",5.5,50,N/A,N/A
Dead Before Dawn,'09/01/1993',0.283978,0.0,0.0,Charles Correll,"Drama, Thriller",6.3,232,N/A,Joel Fields Productions
001 Trolling,'06/04/2017',0.295778,0.0,0.0,Gregg Golding,Comedy,7.7,484,N/A,N/A
Starting a Skyscraper,'14/01/1902',0.00318,0.0,0.0,N/A,"Documentary, Short",4.7,117,N/A,N/A
War Photographer,'01/01/2001',0.01907,0.0,0.0,Christian Frei,"Documentary, War",8.0,"3,443",N/A,First Run Features
Down Dakota Way,'09/09/1949',0.032453,0.0,0.0,William Witney,Western,6.5,72,N/A,Republic
Encounters with Landscape (3x),'01/01/2012',0.013192,0.0,0.0,Salomé Lamas,"Documentary, Short",N/A,N/A,N/A,N/A
Insider Trading: The Making of 'Trading Places','05/06/2007',0.425025,0.0,0.0,N/A,"Documentary, Short",N/A,N/A,N/A,N/A
Khubsoorat,'26/02/1980',1.9e-05,0.0,0.0,Hrishikesh Mukherjee,"Comedy, Drama, Family",7.7,"1,137",N/A,N/A
The Eyes of the Rainbow,'01/01/1997',0.001875,0.0,0.0,Gloria Rolando,Documentary,8.3,10,N/A,N/A
Lemmings,'25/01/1973',0.135965,0.0,0.0,"Michael Keady, Tony Hendra","Documentary, Comedy, Music",7.2,124,N/A,N/A
Sweet Honey Chile','NaT',0.0,0.0,0.0,Talibah Lateefah Newman,"Short, Drama, Family",6.8,6,N/A,N/A
The Road Agent,'30/07/1925',0.001877,0.0,0.0,J.P. McGowan,Western,N/A,N/A,N/A,N/A
The Big Clock,'09/04/1948',0.752169,0.0,0.0,John Farrow,"Crime, Drama, Film-Noir",7.7,"6,112",N/A,Paramount Pictures
Magic Music from the Telharmonium,'15/04/1998',0.00422,0.0,0.0,Reynold Weidenaar,"Documentary, Short",N/A,N/A,N/A,N/A
Longo Caminho da Morte,'22/09/1972',0.0,0.0,0.0,Júlio Calasso,Drama,N/A,N/A,N/A,N/A
The Death Squad,'08/01/1974',0.35,0.0,0.0,Harry Falk,"Crime, Drama",4.8,33,N/A,N/A
Arabic Numeral Series 6,'17/01/1981',0.05,0.0,0.0,Stan Brakhage,Short,N/A,N/A,N/A,N/A
Sign Them Papers,'08/01/1927',0.008827,0.0,0.0,Edward Ludwig,"Short, Comedy",5.8,5,N/A,N/A
The Slut Always Rides Shotgun,'14/08/2013',0.01875,0.0,0.0,Nate Lyles,Drama,8.3,6,N/A,N/A
Oberarzt Dr. Solm,'17/03/1955',0.023948,0.0,0.0,Paul May,Drama,7.6,18,N/A,N/A
Trails End,'02/04/1949',0.002291,0.0,0.0,Lambert Hillyer,Western,7.0,5,N/A,N/A
Mexican Spitfire,'12/01/1940',0.020757,0.0,0.0,Leslie Goodwins,Comedy,6.3,216,N/A,RKO Radio Pictures
Falstaff,'21/05/2009',0.007503,0.0,0.0,François Roussillon,N/A,N/A,N/A,N/A,N/A
Scrumped,'02/08/2016',0.08064,0.0,0.0,Seoungho Cho,Short,N/A,N/A,N/A,N/A
Knightsville,'28/03/2015',0.08346,0.0,0.0,Aly Migliori,"Short, Drama, Family",N/A,N/A,N/A,N/A
Shady Lady,'02/11/2012',0.174348,0.0,0.0,Tristan Loraine,"Documentary, Drama, History",8.8,38,N/A,Independent Pictures
Artistic Creation,'01/01/1901',0.002169,0.0,0.0,Walter R. Booth,Short,6.7,73,N/A,N/A
Hr. Petit,'20/09/1948',0.03321,0.0,0.0,Alice O'Fredericks,Crime,5.6,13,N/A,N/A
Swifty,'12/12/1935',0.002461,0.0,0.0,Alan James,Western,7.2,5,N/A,N/A
Thai Mookambhikai,'26/06/1982',0.6,0.0,0.0,K. Shankar,N/A,N/A,N/A,N/A,N/A
Barney: Best Manners - Invitation to Fun,'01/06/2003',0.003787,0.0,0.0,N/A,Family,5.9,28,N/A,N/A
Protect You + Me,'21/10/2008',0.137505,0.0,0.0,Brady Corbet,"Short, Drama, Thriller",6.3,34,N/A,N/A
The Dambusters Raid,'01/01/2001',0.001875,0.0,0.0,N/A,Documentary,7.4,29,N/A,N/A
What Price Glory,'22/08/1952',0.172998,0.0,0.0,John Ford,"Comedy, Drama, Musical",6.3,925,N/A,20th Century Fox Film Corporation
Johannes Heesters: Eine Legende wird 100,'05/12/2003',0.007559,0.0,0.0,Utz Weber,Musical,N/A,N/A,N/A,N/A
Nomads of the North,'25/09/1920',0.009504,0.0,0.0,David Hartford,Drama,5.9,156,N/A,N/A
E.T. is Estong Tutong,'01/01/1983',0.0012,0.0,0.0,Angel Labra,"Comedy, Horror",N/A,N/A,N/A,N/A
The Aryan Couple,'10/12/2004',0.61788,0.0,0.0,John Daly,"Drama, War",6.3,914,N/A,Slow Hand Releasing
Slippery Slope,'06/10/2006',0.257801,100000.0,0.0,Sarah Schenck,Comedy,5.1,148,N/A,Fresh Films
Now You See Me,'29/05/2013',12.901784,75000000.0,117698894.0,Louis Leterrier,"Crime, Mystery, Thriller",7.3,"500,686","$117,698,894",Lionsgate Films
Fossil,'28/04/2014',0.037494,0.0,0.0,Alex Walker,Thriller,5.5,75,N/A,N/A
Cloud Nine,'01/01/2001',0.004449,0.0,0.0,Nicole Bettauer,Short,7.1,39,N/A,N/A
Just One Night,'26/09/2000',0.006827,0.0,0.0,Alan Jacobs,Comedy,5.8,251,N/A,First Look Pictures
Modesty Blaise,'01/01/1982',0.015875,0.0,0.0,Reza Badiyi,"Action, Crime, Drama",5.6,24,N/A,N/A
Hollywood Outlaw,'NaT',0.086817,0.0,0.0,Maija DiGiorgio,"Short, Comedy",N/A,N/A,N/A,N/A
Cairo Road,'21/06/1950',0.14804,0.0,0.0,David MacDonald,"Drama, Crime",6.0,66,N/A,N/A
Island of Lost Souls,'01/12/1932',1.965846,0.0,0.0,Erle C. Kenton,"Horror, Sci-Fi",7.5,"6,114",N/A,Paramount Pictures
Seven Days to Live,'25/06/2000',0.380471,0.0,0.0,Sebastian Niemann,"Drama, Horror, Thriller",5.2,"1,773",N/A,Amberlon
Fridtjofs Jul,'29/11/2006',0.008508,0.0,0.0,Øystein Bache,Comedy,5.4,7,N/A,N/A
A Harbour Town,'19/07/2013',0.019139,0.0,0.0,Dean Kavanagh,Mystery,N/A,N/A,N/A,N/A
Gringo,'07/03/2015',0.081032,0.0,0.0,Constance Nam,Comedy,N/A,N/A,N/A,N/A
The Burning Train,'20/03/1980',0.000155,0.0,0.0,Ravi Chopra,"Action, Thriller",6.8,941,N/A,N/A
Ram Balram,'12/04/1980',0.000135,0.0,0.0,Vijay Anand,"Action, Comedy, Drama",6.5,361,N/A,N/A
Double Bind,'14/10/2015',0.051163,0.0,0.0,Ted Day,"Short, Sci-Fi, Thriller",N/A,N/A,N/A,N/A
Voltaire,'05/08/1933',0.002865,0.0,0.0,John G. Adolfi,"Biography, Drama, History",6.7,125,N/A,Warner Bros.
Reparando,'01/01/2010',0.009382,0.0,0.0,Scott Owen Moore,"Documentary, Biography, Drama",7.0,29,N/A,KinoNation
Profetia,'25/10/2009',0.106992,0.0,0.0,Johan Melin,Drama,4.9,34,N/A,N/A
Someone's Wife in the Boat of Someone's Husband,'26/04/2013',0.018861,0.0,0.0,Edwin,Drama,5.9,17,N/A,N/A
Felix Gets Broadcasted,'14/06/1923',0.002824,0.0,0.0,Otto Messmer,"Animation, Short",5.8,45,N/A,N/A
Kung Fu Panda Holiday,'26/11/2010',2.535354,0.0,0.0,Tim Johnson,"Animation, Short, Comedy",6.9,"4,112",N/A,N/A
Eye of the Storm,'22/12/1970',0.0015,0.0,0.0,William Peters,Documentary,8.6,63,N/A,N/A
Saaya,'03/07/2003',0.014277,0.0,0.0,Anurag Basu,"Horror, Mystery, Romance",5.8,703,N/A,N/A
Honeymoon,'24/11/2007',0.005625,0.0,0.0,Miranda Bowen,"Short, Drama",6.1,48,N/A,N/A
Sanzhyra,'08/04/2001',0.001912,0.0,0.0,Nurbek Egen,Short,7.4,11,N/A,N/A
A Brief History of Time,'01/10/1991',0.673187,0.0,0.0,Errol Morris,"Documentary, Biography",7.4,"4,136",N/A,Anglia Television Ltd
Aya: Awakenings,'01/04/2013',0.027728,0.0,0.0,"Timothy Parish, Rak Razam","Documentary, Mystery",6.7,52,N/A,N/A
Killer,'14/09/1994',0.076354,0.0,0.0,Mark Malone,"Drama, Romance, Thriller",6.1,527,N/A,Republic Pictures Home Video
Bolero de noche,'NaT',0.25,0.0,0.0,Eduardo Mendoza de Echave,Drama,6.3,25,N/A,Laguna Productions
Made In Denmark: The Movie,'14/05/2012',0.015812,0.0,0.0,Kaywan Mohsen,Drama,6.2,49,N/A,N/A
Under Cover of Night,'08/01/1937',0.014318,0.0,0.0,George B. Seitz,"Action, Comedy, Mystery",5.6,49,N/A,N/A
Zhong tai quan tan sheng si zhan,'28/09/1974',0.000718,0.0,0.0,Feng Huang,"Action, Drama",6.5,59,N/A,N/A
Wanted,'22/03/1967',0.043712,0.0,0.0,Giorgio Ferroni,"Action, Drama, Romance",6.2,238,N/A,N/A
Africa's Deadly Dozen,'28/04/2000',0.001875,0.0,0.0,Mitch Turnbull,Documentary,7.3,7,N/A,N/A
The Bell Jar,'20/03/1979',0.021789,0.0,0.0,Larry Peerce,"Biography, Drama",5.8,188,N/A,AVCO Embassy Pictures
Celos,'03/09/1999',0.262578,0.0,0.0,Vicente Aranda,Drama,6.2,447,N/A,Andale Pictures
Me & Mr Jones on Natalee Island,'22/09/2011',0.0138,0.0,0.0,Michael Dowse,"Comedy, Drama, Romance",6.3,"45,937","$6,923,891",Relativity Media
Jonah,'16/01/2013',0.066864,0.0,0.0,Kibwe Tavares,"Short, Drama, Fantasy",6.8,139,N/A,N/A
Memorial Day,'06/06/2011',1.755165,4200000.0,0.0,Kristi Maryott,Family,N/A,N/A,N/A,N/A
Bernard l'hermite,'01/01/1930',0.001875,0.0,0.0,Jean Painlevé,Short,7.1,34,N/A,N/A
Will Young Live,'05/04/2003',0.003751,0.0,0.0,Louis Paltnoi,Music,N/A,N/A,N/A,N/A
Huellas,'01/01/1961',0.00422,0.0,0.0,Julián de la Flor,"Documentary, Short",N/A,N/A,N/A,N/A
Dharmapatni,'01/01/1968',0.001875,0.0,0.0,Govind B. Ghanekar,N/A,N/A,N/A,N/A,N/A
Tengoku no Taizai,'03/10/1992',0.005439,0.0,0.0,Toshio Masuda,"Crime, Drama, Romance",5.6,10,N/A,N/A
ABRACADABRA,'01/01/2009',0.0075,0.0,0.0,Julie Pacino,"Short, Action, Drama",6.7,14,N/A,N/A
President's Day,'15/02/2010',0.102072,0.0,0.0,Chris LaMartina,"Comedy, Crime, Horror",4.3,278,N/A,N/A
The Dark Horse,'17/07/2014',0.481211,0.0,0.0,James Napier Robertson,"Biography, Drama",7.5,"4,442",N/A,Southern Light Films
Camicie verdi,'01/01/2006',0.005626,0.0,0.0,Claudio Lazzaro,Documentary,7.0,30,N/A,N/A
Estrellas solitarias,'09/03/2015',0.250956,0.0,0.0,Fernando Urdapilleta,"Comedy, Drama",6.2,32,N/A,N/A
Force of the Ninja,'01/01/1988',0.0,0.0,0.0,Emmett Alston,Action,2.5,28,N/A,N/A
El rey de los caminos,'15/04/1982',0.015188,0.0,0.0,Julio Aldama,N/A,6.8,5,N/A,N/A
Barrio 13,'01/01/2000',0.002814,0.0,0.0,Jose Padilla Perez,Action,6.7,13,N/A,N/A
Boy 7,'19/02/2015',1.412231,0.0,0.0,Lourens Blok,"Action, Sci-Fi, Thriller",5.8,"1,770",N/A,N/A
Enemy Territory,'22/05/1987',0.546249,0.0,197791.0,Peter Manoogian,"Action, Crime, Drama",6.5,562,N/A,Twentieth Century Fox Home Entertainment
43/84 1984,'03/09/1984',0.0,0.0,0.0,Kurt Kren,Short,N/A,N/A,N/A,N/A
El placer de matar,'06/09/1988',0.264263,0.0,0.0,Félix Rotaeta,"Crime, Thriller",5.1,109,N/A,N/A
Iraivan Kodutha Varam,'01/10/1978',1.4e-05,0.0,0.0,A. Bhimsingh,Drama,7.4,8,N/A,N/A
Will To Love,'27/06/2015',0.044731,0.0,0.0,Chris Stokes,Romance,5.5,116,N/A,"One by Footage Films, LLC"
The Mistover Tale,'01/05/2015',0.080143,0.0,0.0,Harry Tappan Heher,Drama,N/A,N/A,N/A,N/A
Sliding Doors,'23/04/1998',1.313346,6000000.0,58000000.0,Peter Howitt,"Comedy, Drama, Fantasy",6.8,"55,317",N/A,Miramax
Divers,'05/01/2009',0.040379,0.0,0.0,Paris Mavroidis,"Animation, Short, Fantasy",6.9,15,N/A,N/A
Tijuana After Midnite,'01/01/1954',0.002823,0.0,0.0,Phil Tucker,Documentary,2.4,18,N/A,N/A
God v. Satan: The Final Battle,'19/10/2008',0.018003,0.0,0.0,Lisa Wolfinger,"Documentary, History",6.5,67,N/A,N/A
La Paloma fliegt nicht mehr,'01/01/1992',4e-05,0.0,0.0,Tom Toelle,N/A,N/A,N/A,N/A,N/A
All Small Bodies,'01/01/2017',0.131702,0.0,0.0,Jennifer Reeder,"Short, Fantasy, Horror",N/A,N/A,N/A,N/A
Silver Skies,'22/09/2016',0.109454,0.0,0.0,Rosemary Rodriguez,"Comedy, Drama, Family",6.9,83,N/A,Roar Productions
The Saint: The Software Murders,'01/01/1989',0.0,0.0,0.0,Henry Herbert,"Action, Crime, Drama",6.7,11,N/A,N/A
The Limejuice Mystery or Who Spat in Grandfather's Porridge,'31/01/1930',0.00422,0.0,0.0,Jack Harrison,"Animation, Comedy, Mystery",3.8,21,N/A,N/A
Parastasul lui Viorel nu se mai tine aici,'24/07/2010',0.009375,0.0,0.0,Lucian Tion,"Short, Comedy",8.8,18,N/A,N/A
Atlantis,'21/08/1991',0.183348,0.0,138.0,Luc Besson,"Documentary, Music",6.7,"1,585",N/A,Virgin Films
The Quickie,'04/06/2001',0.596099,3000000.0,0.0,Sergei Bodrov,"Crime, Drama",6.0,718,N/A,Pyramide Films
Return of the Frontiersman,'24/06/1950',0.026202,0.0,0.0,Richard L. Bare,Western,5.7,111,N/A,N/A
Along For The Ride,'NaT',0.0028,0.0,0.0,Bryan W. Simon,Drama,7.3,46,N/A,N/A
Kubrick Remembered,'04/11/2014',0.232042,0.0,0.0,Gary Khammar,Documentary,7.6,89,N/A,N/A
Hunting the Legend,'21/07/2014',0.064881,0.0,0.0,Justin Steeley,"Horror, Mystery, Thriller",3.5,239,N/A,N/A
The Condor,'21/03/2007',0.382037,0.0,0.0,Steven E. Gordon,"Animation, Fantasy",4.8,211,N/A,Anchor Bay Entertainment
Chavez Cage of Glory,'13/09/2013',0.575765,0.0,0.0,Hector Echavarria,"Drama, Sport",4.5,157,N/A,Destiny Entertainment
Stalin,'21/11/1992',0.218618,0.0,0.0,Ivan Passer,"Biography, Crime, Drama",7.2,"1,875",N/A,MGM Home Entertainment
Horror Vacui,'27/09/1984',0.097969,0.0,0.0,Rosa von Praunheim,N/A,7.5,13,N/A,N/A
Obsessed & Scientific,'01/05/2005',0.005744,0.0,0.0,Jay Cheel,"Documentary, Short",7.9,24,N/A,N/A
Passionate Dream,'12/12/1992',0.0,0.0,0.0,Philip So Yuen-Fung,Action,N/A,N/A,N/A,N/A
365 Decision Time,'12/11/2012',0.042278,0.0,0.0,Ariel A. Santiago,Drama,7.1,16,N/A,N/A
Hanako-san,'25/02/1943',0.007176,0.0,0.0,Masahiro Makino,"Musical, Comedy",7.5,6,N/A,N/A
Speed-Dating,'01/01/2010',0.011707,0.0,0.0,Joseph A. Elmore Jr.,Comedy,2.5,336,N/A,Rockstone Releasing
Dada en die Flower,'28/11/1986',0.002,0.0,0.0,Jan Scholtz,"Comedy, Drama, Romance",6.4,7,N/A,N/A
On Patrol,'12/03/1922',0.00422,0.0,0.0,Roy Del Ruth,"Short, Comedy",N/A,N/A,N/A,N/A
BAM,'10/09/2015',0.043128,0.0,0.0,Dennis Overeem,"Short, Comedy",N/A,N/A,N/A,N/A
Spaced Man,'01/01/2013',0.016875,0.0,0.0,Lee Cates,"Comedy, Romance, Sci-Fi",N/A,N/A,N/A,N/A
The Good Sport,'23/04/1918',0.001894,0.0,0.0,Jack Eaton,"Short, Comedy",4.6,16,N/A,N/A
Somebody Up There Likes Me,'03/07/1956',0.606942,1920000.0,3360000.0,Robert Wise,"Biography, Drama, Sport",7.5,"6,055",N/A,MGM Home Entertainment
Pengar - en tragikomisk saga,'10/01/1946',0.00188,0.0,0.0,Nils Poppe,Comedy,7.8,48,N/A,N/A
Something Always Happens,'10/12/1934',0.018261,0.0,0.0,Michael Powell,"Comedy, Romance",6.5,194,N/A,Warner Bros.
Blaise Pascal,'16/05/1972',0.010125,0.0,0.0,Roberto Rossellini,"Biography, History",7.2,356,N/A,Criterion Collection
Doomed,'06/01/2007',0.006188,0.0,0.0,Michael Su,Horror,3.2,535,N/A,N/A
Phantom Thunderbolt,'04/03/1933',0.002895,0.0,0.0,Alan James,Western,6.0,64,N/A,Paramount Pictures
Labanta negro!,'NaT',7e-06,0.0,0.0,Piero Nelli,Documentary,N/A,N/A,N/A,N/A
Meatdaze,'02/01/1968',0.002762,0.0,0.0,Jeff Keen,Short,6.7,28,N/A,N/A
Bridge,'NaT',0.0,0.0,0.0,Steven Spielberg,"Drama, History, Thriller",7.6,"225,663",N/A,Dreamworks Pictures
Nick Di Paolo: Another Senseless Killing,'17/02/2015',0.047817,0.0,0.0,Scott Gawlik,Comedy,7.5,8,N/A,N/A
Stripteaser,'23/06/1995',0.421185,100.0,0.0,Dan Golden,"Comedy, Thriller",4.7,204,N/A,Concorde-New Horizons
Pobeda kitayskogo naroda,'02/01/1950',0.002837,0.0,0.0,Leonid Varlamov,Documentary,N/A,N/A,N/A,N/A
Happy Death Day,'12/10/2017',2.219224,0.0,0.0,Christopher Landon,"Horror, Mystery, Thriller",N/A,N/A,N/A,Universal Studios
Oppai Chanbara,'06/06/2008',0.283175,0.0,0.0,Akira Hirose,"Adult, Fantasy",4.0,125,N/A,N/A
Break-Up,'01/01/2014',0.0225,0.0,0.0,Alexander Tuschinski,Comedy,N/A,N/A,N/A,N/A
Tinker Bell,'NaT',4.3e-05,0.0,0.0,Bradley Raymond,"Animation, Adventure, Family",6.9,"9,443",N/A,Walt Disney Pictures
La proie,'11/09/2012',0.01532,0.0,0.0,Jonas Baeckeland,"Short, Crime, Drama",N/A,N/A,N/A,N/A
Summer of the Seventeenth Doll,'NaT',0.0,0.0,0.0,Richard Wherrett,Musical,N/A,N/A,N/A,N/A
58: The Film,'13/10/2011',0.017031,0.0,0.0,"Tim Neeves, Tony Neeves",Documentary,8.0,5,N/A,N/A
Where Are They Now?,'11/09/2014',0.046599,0.0,0.0,"Zack Evans, Kaleb Tuttle","Short, Adventure, Comedy",N/A,N/A,N/A,N/A
Man's Calling,'01/01/1912',0.002828,0.0,0.0,Allan Dwan,"Short, Drama, Western",N/A,N/A,N/A,N/A
Poison,'04/04/2000',0.394371,0.0,0.0,Dennis Berry,"Thriller, Mystery",3.9,297,N/A,Artisan Entertainment
Remake,'12/04/2006',0.024546,0.0,0.0,Roger Gual,Drama,6.4,189,N/A,Patagonik Film Group
Hito mo arukeba,'29/02/1960',0.005672,0.0,0.0,Yûzô Kawashima,N/A,7.3,6,N/A,N/A
Wallace & Gromit - The Complete Collection,'22/09/2009',0.019995,0.0,0.0,N/A,"Documentary, Short, Biography",N/A,N/A,N/A,N/A
En Garde,'04/12/2004',0.019035,0.0,0.0,Ayse Polat,Drama,6.9,100,N/A,X Verleih
No Age New York,'01/01/1993',0.003482,0.0,0.0,Nicholas Abrahams,N/A,N/A,N/A,N/A,N/A
Beti No. 1,'10/11/2000',0.001882,0.0,0.0,Rama Rao Tatineni,N/A,3.6,149,N/A,N/A
The Trouble with Marnie,'30/05/2000',0.067944,0.0,0.0,Laurent Bouzereau,Documentary,7.4,195,N/A,N/A
Paysans noirs,'11/01/1948',0.001876,0.0,0.0,Georges Régnier,N/A,N/A,N/A,N/A,N/A
Der Hund im Computer,'22/08/1985',1e-06,0.0,0.0,Rudolf Nussgruber,Comedy,N/A,N/A,N/A,N/A
Iro to iro,'01/04/1967',0.004637,0.0,0.0,Mamoru Watanabe,N/A,N/A,N/A,N/A,N/A
Hari ng Gatilyo,'05/06/1985',0.014423,0.0,0.0,"Lito Lapid, Eddie Nicart",Action,N/A,N/A,N/A,N/A
Selena Gomez: Living the Dream,'22/07/2014',0.02625,0.0,0.0,N/A,Documentary,N/A,N/A,N/A,N/A
Best Man,'13/06/2016',0.071742,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A
Cats,'05/10/1998',0.318689,0.0,0.0,David Mallet,Musical,7.4,872,N/A,N/A
Worried About the Boy,'16/05/2010',0.448746,0.0,0.0,Julian Jarrold,"Biography, Drama, Music",7.1,"1,041",N/A,Entertainment One
Mit,'21/02/2002',nan,0.0,0.0,Benjamin Eicher,"Action, Comedy, Crime",6.2,68,N/A,N/A
